battle_id,attacker_name,defender_name,winner_name,attacker_bst,defender_bst,type_multiplier,attacker_type,defender_type,battle_date
9227,nidoran-m,primeape,nidoran-m,273,455,1.0,poison,fighting,2026-01-27
9228,venusaur,wigglytuff,wigglytuff,525,435,1.0,grass,normal,2025-12-26
9229,sandslash,exeggutor,exeggutor,450,530,0.5,ground,grass,2025-07-17
9230,geodude,dewgong,dewgong,300,475,1.0,rock,water,2025-11-25
9231,goldeen,nidoran-f,goldeen,320,275,1.0,water,poison,2025-07-22
9232,poliwrath,wigglytuff,poliwrath,510,435,1.0,water,normal,2025-11-02
9233,fearow,nidorino,fearow,442,365,1.0,normal,poison,2025-10-31
9234,ekans,paras,ekans,288,285,1.0,poison,bug,2025-08-09
9235,shellder,exeggcute,exeggcute,305,325,0.5,water,grass,2025-12-08
9236,primeape,meowth,primeape,455,290,2.0,fighting,normal,2025-08-08
9237,gastly,dewgong,dewgong,310,475,1.0,ghost,water,2025-08-05
9238,ninetales,alakazam,ninetales,505,500,1.0,fire,psychic,2025-09-19
9239,dewgong,jigglypuff,dewgong,475,270,1.0,water,normal,2025-12-26
9240,kakuna,poliwrath,poliwrath,205,510,1.0,bug,water,2025-07-08
9241,beedrill,vulpix,vulpix,395,299,0.5,bug,fire,2025-09-28
9242,nidoran-f,ivysaur,nidoran-f,275,405,2.0,poison,grass,2025-09-06
9243,rhydon,kabutops,rhydon,485,495,2.0,ground,rock,2025-08-01
9244,dragonite,bulbasaur,dragonite,600,318,1.0,dragon,grass,2026-01-28
9245,rattata,paras,rattata,253,285,1.0,normal,bug,2025-06-13
9246,arbok,kingler,arbok,448,475,1.0,poison,water,2025-03-20
9247,meowth,parasect,parasect,290,405,1.0,normal,bug,2025-09-02
9248,venomoth,dragonair,dragonair,450,420,1.0,bug,dragon,2025-03-16
9249,poliwag,charmeleon,charmeleon,300,405,2.0,water,fire,2025-08-30
9250,weepinbell,flareon,flareon,390,525,0.5,grass,fire,2025-05-13
9251,magneton,spearow,spearow,465,262,1.0,electric,normal,2025-08-05
9252,dodrio,mr-mime,mr-mime,470,460,1.0,normal,psychic,2025-07-24
9253,dragonite,golem,dragonite,600,495,1.0,dragon,rock,2026-01-11
9254,flareon,arcanine,flareon,525,555,0.5,fire,fire,2025-10-20
9255,paras,exeggcute,exeggcute,285,325,2.0,bug,grass,2025-08-08
9256,flareon,seel,seel,525,325,0.5,fire,water,2025-03-22
9257,dodrio,nidoran-f,dodrio,470,275,1.0,normal,poison,2025-12-24
9258,blastoise,rapidash,blastoise,530,500,2.0,water,fire,2025-04-07
9259,pidgeotto,farfetchd,farfetchd,349,377,1.0,normal,normal,2025-06-02
9260,gyarados,blastoise,blastoise,540,530,0.5,water,water,2026-01-16
9261,weedle,primeape,primeape,195,455,0.5,bug,fighting,2025-08-19
9262,gengar,kadabra,gengar,500,400,2.0,ghost,psychic,2025-08-06
9263,meowth,poliwhirl,meowth,290,385,1.0,normal,water,2025-07-04
9264,onix,rapidash,onix,385,500,2.0,rock,fire,2025-03-14
9265,kakuna,bulbasaur,bulbasaur,205,318,2.0,bug,grass,2025-06-04
9266,tentacruel,nidoqueen,tentacruel,515,505,1.0,water,poison,2025-10-24
9267,poliwag,horsea,horsea,300,295,0.5,water,water,2026-02-19
9268,ninetales,pikachu,pikachu,505,320,1.0,fire,electric,2026-03-02
9269,weepinbell,chansey,weepinbell,390,450,1.0,grass,normal,2025-12-03
9270,grimer,gloom,grimer,325,395,2.0,poison,grass,2025-03-24
9271,growlithe,golduck,golduck,350,500,0.5,fire,water,2025-04-20
9272,zapdos,starmie,zapdos,580,520,2.0,electric,water,2025-04-13
9273,omastar,drowzee,omastar,495,328,1.0,rock,psychic,2026-01-11
9274,seadra,hypno,hypno,440,483,1.0,water,psychic,2025-08-28
9275,caterpie,cloyster,cloyster,195,525,1.0,bug,water,2025-06-28
9276,poliwhirl,zapdos,poliwhirl,385,580,1.0,water,electric,2025-03-13
9277,pidgeot,beedrill,beedrill,479,395,1.0,normal,bug,2025-09-03
9278,mew,fearow,fearow,600,442,1.0,psychic,normal,2025-05-01
9279,kabutops,venomoth,kabutops,495,450,2.0,rock,bug,2025-04-08
9280,rattata,electabuzz,electabuzz,253,490,1.0,normal,electric,2025-08-27
9281,geodude,tauros,geodude,300,490,1.0,rock,normal,2025-05-03
9282,machop,ponyta,machop,305,410,1.0,fighting,fire,2025-09-09
9283,golem,cloyster,cloyster,495,525,1.0,rock,water,2025-09-17
9284,dratini,meowth,meowth,300,290,1.0,dragon,normal,2025-08-31
9285,staryu,charizard,charizard,340,534,2.0,water,fire,2025-08-24
9286,onix,ivysaur,ivysaur,385,405,1.0,rock,grass,2025-08-19
9287,parasect,charmander,charmander,405,309,0.5,bug,fire,2025-04-10
9288,farfetchd,koffing,farfetchd,377,340,1.0,normal,poison,2025-12-04
9289,horsea,nidoran-f,nidoran-f,295,275,1.0,water,poison,2025-12-16
9290,hitmonlee,squirtle,squirtle,455,314,1.0,fighting,water,2025-04-18
9291,kingler,pidgeotto,kingler,475,349,1.0,water,normal,2025-07-27
9292,ditto,charizard,charizard,288,534,1.0,normal,fire,2026-02-22
9293,primeape,rhydon,rhydon,455,485,1.0,fighting,ground,2025-05-11
9294,pidgeot,mew,pidgeot,479,600,1.0,normal,psychic,2025-05-19
9295,bulbasaur,snorlax,bulbasaur,318,540,1.0,grass,normal,2025-07-11
9296,weedle,dugtrio,dugtrio,195,425,1.0,bug,ground,2025-06-25
9297,cubone,gloom,gloom,320,395,0.5,ground,grass,2025-09-12
9298,jolteon,seaking,jolteon,525,450,2.0,electric,water,2025-06-29
9299,pinsir,weedle,pinsir,500,195,1.0,bug,bug,2025-03-29
9300,mew,seaking,mew,600,450,1.0,psychic,water,2025-08-22
9301,gyarados,nidoking,nidoking,540,505,1.0,water,poison,2026-01-15
9302,sandshrew,zapdos,sandshrew,300,580,2.0,ground,electric,2025-04-10
9303,exeggutor,slowpoke,exeggutor,530,315,2.0,grass,water,2025-06-29
9304,horsea,meowth,meowth,295,290,1.0,water,normal,2025-05-07
9305,haunter,voltorb,voltorb,405,330,1.0,ghost,electric,2025-05-23
9306,nidoran-f,oddish,nidoran-f,275,320,2.0,poison,grass,2025-09-07
9307,nidoqueen,persian,nidoqueen,505,440,1.0,poison,normal,2025-11-05
9308,moltres,goldeen,goldeen,580,320,0.5,fire,water,2025-06-09
9309,vileplume,cloyster,vileplume,490,525,2.0,grass,water,2025-06-27
9310,gastly,sandslash,sandslash,310,450,1.0,ghost,ground,2025-10-22
9311,jolteon,hitmonchan,hitmonchan,525,455,1.0,electric,fighting,2025-12-01
9312,haunter,omastar,haunter,405,495,1.0,ghost,rock,2025-12-31
9313,nidoran-f,magmar,magmar,275,495,1.0,poison,fire,2025-10-24
9314,lapras,horsea,horsea,535,295,0.5,water,water,2025-10-14
9315,tauros,horsea,tauros,490,295,1.0,normal,water,2025-08-28
9316,seel,kabutops,seel,325,495,2.0,water,rock,2025-06-06
9317,poliwhirl,drowzee,poliwhirl,385,328,1.0,water,psychic,2025-05-15
9318,starmie,nidoran-m,starmie,520,273,1.0,water,poison,2025-12-23
9319,caterpie,spearow,spearow,195,262,1.0,bug,normal,2026-02-04
9320,krabby,machop,krabby,325,305,1.0,water,fighting,2025-05-16
9321,nidoran-m,jigglypuff,nidoran-m,273,270,1.0,poison,normal,2025-06-29
9322,nidoran-f,dragonair,nidoran-f,275,420,1.0,poison,dragon,2025-08-04
9323,mewtwo,dragonair,mewtwo,680,420,1.0,psychic,dragon,2025-08-30
9324,poliwrath,caterpie,poliwrath,510,195,1.0,water,bug,2026-01-27
9325,abra,snorlax,snorlax,310,540,1.0,psychic,normal,2025-11-17
9326,metapod,farfetchd,farfetchd,205,377,1.0,bug,normal,2025-06-09
9327,nidoking,ditto,ditto,505,288,1.0,poison,normal,2025-07-06
9328,drowzee,poliwag,drowzee,328,300,1.0,psychic,water,2025-09-19
9329,paras,koffing,koffing,285,340,0.5,bug,poison,2026-02-08
9330,clefairy,victreebel,victreebel,323,490,1.0,fairy,grass,2025-06-29
9331,alakazam,scyther,scyther,500,500,1.0,psychic,bug,2026-01-08
9332,venonat,snorlax,venonat,305,540,1.0,bug,normal,2025-05-09
9333,mew,dugtrio,mew,600,425,1.0,psychic,ground,2025-08-31
9334,nidoran-m,horsea,nidoran-m,273,295,1.0,poison,water,2025-12-13
9335,nidorino,clefable,nidorino,365,483,2.0,poison,fairy,2026-01-24
9336,chansey,goldeen,chansey,450,320,1.0,normal,water,2025-09-17
9337,venusaur,abra,venusaur,525,310,1.0,grass,psychic,2025-10-17
9338,chansey,drowzee,drowzee,450,328,1.0,normal,psychic,2025-04-12
9339,beedrill,magnemite,beedrill,395,325,1.0,bug,electric,2025-07-04
9340,pinsir,jynx,jynx,500,455,1.0,bug,ice,2025-05-23
9341,spearow,goldeen,spearow,262,320,1.0,normal,water,2026-01-29
9342,nidorino,rapidash,nidorino,365,500,1.0,poison,fire,2025-04-13
9343,magneton,persian,magneton,465,440,1.0,electric,normal,2025-06-23
9344,raticate,pidgeot,pidgeot,413,479,1.0,normal,normal,2025-06-27
9345,cloyster,blastoise,blastoise,525,530,0.5,water,water,2025-12-25
9346,goldeen,zubat,goldeen,320,245,1.0,water,poison,2025-10-19
9347,ditto,blastoise,blastoise,288,530,1.0,normal,water,2025-12-01
9348,krabby,drowzee,krabby,325,328,1.0,water,psychic,2025-09-08
9349,hitmonchan,venonat,venonat,455,305,0.5,fighting,bug,2025-10-27
9350,dugtrio,meowth,dugtrio,425,290,1.0,ground,normal,2025-08-11
9351,omanyte,hypno,hypno,355,483,1.0,rock,psychic,2025-07-15
9352,ivysaur,vaporeon,ivysaur,405,525,2.0,grass,water,2025-09-22
9353,charmeleon,exeggutor,charmeleon,405,530,2.0,fire,grass,2025-10-19
9354,arcanine,dragonite,dragonite,555,600,0.5,fire,dragon,2025-10-19
9355,bellsprout,sandslash,bellsprout,300,450,2.0,grass,ground,2026-02-01
9356,charmeleon,ponyta,charmeleon,405,410,0.5,fire,fire,2025-07-01
9357,mr-mime,machoke,mr-mime,460,405,2.0,psychic,fighting,2025-09-10
9358,tentacool,mewtwo,tentacool,335,680,1.0,water,psychic,2026-03-07
9359,sandslash,jolteon,jolteon,450,525,2.0,ground,electric,2025-06-22
9360,kabuto,hitmonchan,hitmonchan,355,455,0.5,rock,fighting,2025-04-23
9361,nidorina,golduck,golduck,365,500,1.0,poison,water,2025-04-20
9362,mew,abra,mew,600,310,0.5,psychic,psychic,2025-09-24
9363,psyduck,flareon,psyduck,320,525,2.0,water,fire,2025-06-23
9364,raticate,raichu,raticate,413,485,1.0,normal,electric,2025-06-25
9365,caterpie,venomoth,caterpie,195,450,1.0,bug,bug,2025-08-30
9366,exeggcute,kakuna,kakuna,325,205,0.5,grass,bug,2025-08-09
9367,geodude,golbat,geodude,300,455,1.0,rock,poison,2025-10-04
9368,seel,farfetchd,seel,325,377,1.0,water,normal,2025-12-14
9369,bulbasaur,paras,paras,318,285,0.5,grass,bug,2025-11-09
9370,grimer,alakazam,alakazam,325,500,1.0,poison,psychic,2025-04-23
9371,gloom,vulpix,vulpix,395,299,0.5,grass,fire,2025-05-20
9372,tentacruel,ivysaur,ivysaur,515,405,0.5,water,grass,2026-01-24
9373,tangela,kadabra,kadabra,435,400,1.0,grass,psychic,2025-11-10
9374,victreebel,kingler,victreebel,490,475,2.0,grass,water,2026-02-04
9375,grimer,machoke,machoke,325,405,1.0,poison,fighting,2026-02-10
9376,weedle,hitmonchan,weedle,195,455,0.5,bug,fighting,2025-10-31
9377,dratini,jolteon,jolteon,300,525,1.0,dragon,electric,2026-01-27
9378,kakuna,tangela,tangela,205,435,2.0,bug,grass,2025-09-05
9379,sandslash,electrode,sandslash,450,490,2.0,ground,electric,2025-12-29
9380,raticate,machoke,machoke,413,405,1.0,normal,fighting,2026-01-23
9381,paras,bulbasaur,bulbasaur,285,318,2.0,bug,grass,2025-12-13
9382,graveler,sandslash,sandslash,390,450,0.5,rock,ground,2025-08-15
9383,pidgeot,kingler,kingler,479,475,1.0,normal,water,2025-05-01
9384,dewgong,rhydon,dewgong,475,485,2.0,water,ground,2026-01-23
9385,flareon,seel,flareon,525,325,0.5,fire,water,2025-11-29
9386,mankey,dugtrio,dugtrio,305,425,1.0,fighting,ground,2025-09-04
9387,charmander,clefable,clefable,309,483,1.0,fire,fairy,2025-05-06
9388,pidgeot,dodrio,dodrio,479,470,1.0,normal,normal,2025-03-16
9389,magneton,aerodactyl,magneton,465,515,1.0,electric,rock,2025-04-10
9390,raichu,drowzee,drowzee,485,328,1.0,electric,psychic,2025-05-31
9391,gloom,zapdos,gloom,395,580,1.0,grass,electric,2025-09-20
9392,paras,rapidash,rapidash,285,500,0.5,bug,fire,2025-12-10
9393,fearow,mewtwo,mewtwo,442,680,1.0,normal,psychic,2025-04-12
9394,sandshrew,tentacruel,sandshrew,300,515,1.0,ground,water,2025-05-13
9395,weepinbell,magikarp,weepinbell,390,200,2.0,grass,water,2026-01-10
9396,tentacruel,ivysaur,ivysaur,515,405,0.5,water,grass,2025-11-17
9397,ditto,haunter,haunter,288,405,0.0,normal,ghost,2025-08-16
9398,dragonair,dragonite,dragonair,420,600,2.0,dragon,dragon,2026-01-05
9399,tentacruel,gloom,gloom,515,395,0.5,water,grass,2025-12-19
9400,ivysaur,nidoqueen,nidoqueen,405,505,0.5,grass,poison,2025-03-09
9401,wartortle,sandslash,wartortle,405,450,2.0,water,ground,2026-02-14
9402,jigglypuff,kakuna,kakuna,270,205,1.0,normal,bug,2025-06-21
9403,rapidash,slowpoke,rapidash,500,315,0.5,fire,water,2025-06-23
9404,ditto,vaporeon,vaporeon,288,525,1.0,normal,water,2025-09-02
9405,ponyta,kabuto,ponyta,410,355,0.5,fire,rock,2025-06-03
9406,ninetales,seaking,ninetales,505,450,0.5,fire,water,2025-05-04
9407,nidoran-m,kadabra,kadabra,273,400,1.0,poison,psychic,2025-07-16
9408,doduo,sandshrew,sandshrew,310,300,1.0,normal,ground,2025-09-29
9409,weepinbell,dragonair,weepinbell,390,420,0.5,grass,dragon,2025-09-28
9410,venomoth,jigglypuff,jigglypuff,450,270,1.0,bug,normal,2025-05-25
9411,squirtle,pikachu,squirtle,314,320,1.0,water,electric,2026-02-04
9412,eevee,magnemite,magnemite,325,325,1.0,normal,electric,2025-11-16
9413,sandshrew,gastly,sandshrew,300,310,1.0,ground,ghost,2025-06-07
9414,gloom,poliwhirl,gloom,395,385,2.0,grass,water,2025-06-02
9415,alakazam,charmander,charmander,500,309,1.0,psychic,fire,2025-12-22
9416,alakazam,exeggcute,alakazam,500,325,1.0,psychic,grass,2025-08-18
9417,scyther,spearow,scyther,500,262,1.0,bug,normal,2025-12-17
9418,venusaur,clefable,venusaur,525,483,1.0,grass,fairy,2025-10-29
9419,zubat,poliwrath,poliwrath,245,510,1.0,poison,water,2025-07-25
9420,metapod,kangaskhan,kangaskhan,205,490,1.0,bug,normal,2026-02-20
9421,slowbro,clefairy,clefairy,490,323,1.0,water,fairy,2025-11-26
9422,omanyte,pinsir,pinsir,355,500,2.0,rock,bug,2025-08-01
9423,exeggcute,starmie,exeggcute,325,520,2.0,grass,water,2025-06-04
9424,tauros,electabuzz,electabuzz,490,490,1.0,normal,electric,2026-01-28
9425,metapod,kangaskhan,kangaskhan,205,490,1.0,bug,normal,2025-12-06
9426,graveler,kakuna,graveler,390,205,2.0,rock,bug,2025-11-16
9427,caterpie,onix,onix,195,385,1.0,bug,rock,2026-02-26
9428,pinsir,ninetales,pinsir,500,505,0.5,bug,fire,2025-07-14
9429,clefable,muk,clefable,483,500,0.5,fairy,poison,2025-07-29
9430,muk,graveler,graveler,500,390,0.5,poison,rock,2025-07-27
9431,porygon,psyduck,psyduck,395,320,1.0,normal,water,2025-07-02
9432,rhydon,poliwag,rhydon,485,300,1.0,ground,water,2025-09-25
9433,venonat,primeape,primeape,305,455,0.5,bug,fighting,2026-01-14
9434,aerodactyl,gloom,gloom,515,395,1.0,rock,grass,2025-06-19
9435,dragonair,venomoth,venomoth,420,450,1.0,dragon,bug,2025-04-10
9436,diglett,oddish,oddish,265,320,0.5,ground,grass,2025-07-15
9437,kabutops,weezing,weezing,495,490,1.0,rock,poison,2025-07-06
9438,metapod,victreebel,metapod,205,490,2.0,bug,grass,2025-11-09
9439,cloyster,seadra,seadra,525,440,0.5,water,water,2025-11-09
9440,spearow,vaporeon,vaporeon,262,525,1.0,normal,water,2025-08-31
9441,dragonite,poliwhirl,dragonite,600,385,1.0,dragon,water,2026-01-25
9442,weezing,dragonite,dragonite,490,600,1.0,poison,dragon,2025-03-27
9443,spearow,venomoth,spearow,262,450,1.0,normal,bug,2025-09-29
9444,staryu,beedrill,staryu,340,395,1.0,water,bug,2025-07-10
9445,bulbasaur,pinsir,pinsir,318,500,0.5,grass,bug,2026-03-04
9446,snorlax,aerodactyl,aerodactyl,540,515,0.5,normal,rock,2025-10-06
9447,zapdos,tentacruel,zapdos,580,515,2.0,electric,water,2025-04-29
9448,exeggutor,dugtrio,dugtrio,530,425,2.0,grass,ground,2025-07-17
9449,hypno,gyarados,hypno,483,540,1.0,psychic,water,2025-08-07
9450,nidorino,rattata,nidorino,365,253,1.0,poison,normal,2026-03-02
9451,doduo,dragonite,dragonite,310,600,1.0,normal,dragon,2025-04-29
9452,machop,aerodactyl,machop,305,515,2.0,fighting,rock,2025-09-05
9453,tentacool,gloom,tentacool,335,395,0.5,water,grass,2025-08-30
9454,mewtwo,seel,mewtwo,680,325,1.0,psychic,water,2025-11-27
9455,venomoth,blastoise,blastoise,450,530,1.0,bug,water,2025-04-28
9456,pidgeot,shellder,pidgeot,479,305,1.0,normal,water,2025-05-14
9457,hitmonlee,psyduck,psyduck,455,320,1.0,fighting,water,2025-09-07
9458,nidoran-f,raichu,nidoran-f,275,485,1.0,poison,electric,2025-08-09
9459,tauros,slowbro,tauros,490,490,1.0,normal,water,2025-03-28
9460,arcanine,weezing,arcanine,555,490,1.0,fire,poison,2025-09-06
9461,venusaur,seel,venusaur,525,325,2.0,grass,water,2025-10-30
9462,pidgeotto,magmar,pidgeotto,349,495,1.0,normal,fire,2025-12-25
9463,vulpix,poliwhirl,vulpix,299,385,0.5,fire,water,2025-08-05
9464,electabuzz,magikarp,electabuzz,490,200,2.0,electric,water,2025-07-12
9465,metapod,dugtrio,dugtrio,205,425,1.0,bug,ground,2025-03-25
9466,vileplume,mankey,mankey,490,305,1.0,grass,fighting,2025-06-01
9467,nidoran-f,clefable,nidoran-f,275,483,2.0,poison,fairy,2025-07-25
9468,pidgeotto,jolteon,jolteon,349,525,1.0,normal,electric,2025-04-07
9469,moltres,arcanine,arcanine,580,555,0.5,fire,fire,2025-10-01
9470,tangela,magneton,magneton,435,465,1.0,grass,electric,2026-01-05
9471,rattata,golbat,golbat,253,455,1.0,normal,poison,2025-09-26
9472,dragonite,koffing,dragonite,600,340,1.0,dragon,poison,2025-06-26
9473,mankey,rattata,mankey,305,253,2.0,fighting,normal,2025-05-01
9474,persian,poliwrath,poliwrath,440,510,1.0,normal,water,2026-01-13
9475,charmeleon,porygon,charmeleon,405,395,1.0,fire,normal,2025-12-15
9476,poliwrath,kakuna,kakuna,510,205,1.0,water,bug,2025-09-17
9477,dragonite,machoke,machoke,600,405,1.0,dragon,fighting,2026-02-22
9478,squirtle,poliwhirl,poliwhirl,314,385,0.5,water,water,2025-06-08
9479,pikachu,lapras,lapras,320,535,2.0,electric,water,2025-11-03
9480,hitmonchan,ponyta,ponyta,455,410,1.0,fighting,fire,2025-08-29
9481,arbok,caterpie,caterpie,448,195,1.0,poison,bug,2025-12-31
9482,pidgeot,magikarp,pidgeot,479,200,1.0,normal,water,2026-01-28
9483,alakazam,squirtle,alakazam,500,314,1.0,psychic,water,2025-07-21
9484,butterfree,clefairy,clefairy,395,323,0.5,bug,fairy,2025-08-03
9485,pidgeotto,koffing,koffing,349,340,1.0,normal,poison,2025-07-10
9486,porygon,kangaskhan,kangaskhan,395,490,1.0,normal,normal,2025-04-18
9487,diglett,venonat,venonat,265,305,0.5,ground,bug,2025-10-14
9488,moltres,dratini,moltres,580,300,0.5,fire,dragon,2026-03-02
9489,psyduck,nidorino,nidorino,320,365,1.0,water,poison,2025-10-15
9490,venomoth,slowbro,slowbro,450,490,1.0,bug,water,2025-10-28
9491,golduck,persian,golduck,500,440,1.0,water,normal,2025-12-31
9492,sandshrew,butterfree,butterfree,300,395,0.5,ground,bug,2026-02-02
9493,butterfree,charizard,charizard,395,534,0.5,bug,fire,2025-08-17
9494,bulbasaur,pidgeotto,bulbasaur,318,349,1.0,grass,normal,2025-10-09
9495,nidoran-f,meowth,nidoran-f,275,290,1.0,poison,normal,2025-09-16
9496,gengar,seel,seel,500,325,1.0,ghost,water,2025-07-17
9497,dratini,rapidash,dratini,300,500,1.0,dragon,fire,2025-07-09
9498,ninetales,nidorino,nidorino,505,365,1.0,fire,poison,2025-05-06
9499,gastly,koffing,koffing,310,340,1.0,ghost,poison,2025-03-18
9500,seaking,nidoking,nidoking,450,505,1.0,water,poison,2025-06-30
9501,hypno,raticate,raticate,483,413,1.0,psychic,normal,2025-05-04
9502,articuno,mewtwo,mewtwo,580,680,1.0,ice,psychic,2025-05-28
9503,seadra,magmar,seadra,440,495,2.0,water,fire,2025-07-26
9504,onix,pidgeotto,onix,385,349,1.0,rock,normal,2025-07-05
9505,seaking,raticate,seaking,450,413,1.0,water,normal,2025-11-18
9506,omanyte,fearow,fearow,355,442,1.0,rock,normal,2025-05-18
9507,growlithe,seadra,seadra,350,440,0.5,fire,water,2025-12-15
9508,metapod,tentacool,tentacool,205,335,1.0,bug,water,2025-11-12
9509,caterpie,victreebel,caterpie,195,490,2.0,bug,grass,2025-05-11
9510,alakazam,magneton,alakazam,500,465,1.0,psychic,electric,2025-06-24
9511,marowak,lapras,lapras,425,535,1.0,ground,water,2026-01-23
9512,seadra,growlithe,seadra,440,350,2.0,water,fire,2025-06-05
9513,snorlax,wartortle,snorlax,540,405,1.0,normal,water,2025-05-15
9514,cubone,slowbro,slowbro,320,490,1.0,ground,water,2026-02-15
9515,kadabra,sandslash,kadabra,400,450,1.0,psychic,ground,2025-07-02
9516,magneton,lapras,magneton,465,535,2.0,electric,water,2025-11-29
9517,moltres,sandslash,sandslash,580,450,1.0,fire,ground,2025-06-04
9518,doduo,poliwrath,poliwrath,310,510,1.0,normal,water,2025-12-26
9519,blastoise,haunter,haunter,530,405,1.0,water,ghost,2025-10-02
9520,venomoth,poliwhirl,poliwhirl,450,385,1.0,bug,water,2025-07-21
9521,spearow,zapdos,zapdos,262,580,1.0,normal,electric,2026-02-20
9522,hitmonlee,arcanine,arcanine,455,555,1.0,fighting,fire,2025-08-04
9523,seadra,venusaur,seadra,440,525,0.5,water,grass,2026-02-08
9524,staryu,raticate,raticate,340,413,1.0,water,normal,2025-11-27
9525,goldeen,articuno,articuno,320,580,1.0,water,ice,2025-12-02
9526,beedrill,muk,muk,395,500,0.5,bug,poison,2025-04-09
9527,shellder,dewgong,dewgong,305,475,0.5,water,water,2025-03-28
9528,magneton,bellsprout,magneton,465,300,0.5,electric,grass,2026-02-17
9529,horsea,eevee,eevee,295,325,1.0,water,normal,2025-03-26
9530,hitmonlee,seadra,hitmonlee,455,440,1.0,fighting,water,2025-06-23
9531,jolteon,omanyte,omanyte,525,355,1.0,electric,rock,2025-05-11
9532,oddish,clefairy,clefairy,320,323,1.0,grass,fairy,2026-01-12
9533,blastoise,caterpie,blastoise,530,195,1.0,water,bug,2025-12-26
9534,venusaur,victreebel,venusaur,525,490,0.5,grass,grass,2025-04-25
9535,slowbro,pinsir,pinsir,490,500,1.0,water,bug,2026-02-01
9536,nidoran-m,vileplume,nidoran-m,273,490,2.0,poison,grass,2026-01-12
9537,tangela,gengar,gengar,435,500,1.0,grass,ghost,2025-06-05
9538,charmander,tentacool,charmander,309,335,0.5,fire,water,2026-02-24
9539,slowbro,aerodactyl,slowbro,490,515,2.0,water,rock,2025-07-03
9540,spearow,vaporeon,vaporeon,262,525,1.0,normal,water,2025-10-19
9541,jigglypuff,rhyhorn,jigglypuff,270,345,1.0,normal,ground,2025-10-09
9542,ponyta,tauros,ponyta,410,490,1.0,fire,normal,2025-10-26
9543,zapdos,kabutops,zapdos,580,495,1.0,electric,rock,2026-01-24
9544,nidorina,charmeleon,charmeleon,365,405,1.0,poison,fire,2025-06-23
9545,seaking,staryu,staryu,450,340,0.5,water,water,2025-11-09
9546,abra,zubat,abra,310,245,2.0,psychic,poison,2026-02-11
9547,geodude,golem,geodude,300,495,1.0,rock,rock,2026-02-21
9548,seaking,abra,seaking,450,310,1.0,water,psychic,2025-08-27
9549,koffing,flareon,flareon,340,525,1.0,poison,fire,2025-04-27
9550,jynx,machop,machop,455,305,1.0,ice,fighting,2025-03-25
9551,pidgey,golduck,golduck,251,500,1.0,normal,water,2026-02-06
9552,machoke,arcanine,arcanine,405,555,1.0,fighting,fire,2026-01-15
9553,seaking,tangela,tangela,450,435,0.5,water,grass,2025-06-24
9554,dratini,vulpix,dratini,300,299,1.0,dragon,fire,2025-05-18
9555,golbat,tentacruel,golbat,455,515,1.0,poison,water,2025-10-14
9556,flareon,nidoran-m,flareon,525,273,1.0,fire,poison,2025-03-24
9557,diglett,pidgey,diglett,265,251,1.0,ground,normal,2025-08-01
9558,geodude,abra,geodude,300,310,1.0,rock,psychic,2026-01-24
9559,machamp,gastly,gastly,505,310,0.0,fighting,ghost,2025-08-29
9560,pikachu,lapras,lapras,320,535,2.0,electric,water,2025-12-12
9561,seaking,onix,seaking,450,385,2.0,water,rock,2025-07-07
9562,beedrill,charizard,beedrill,395,534,0.5,bug,fire,2025-11-04
9563,goldeen,weepinbell,goldeen,320,390,0.5,water,grass,2025-12-18
9564,cloyster,krabby,krabby,525,325,0.5,water,water,2025-07-10
9565,golem,wartortle,wartortle,495,405,1.0,rock,water,2025-03-20
9566,dodrio,psyduck,dodrio,470,320,1.0,normal,water,2025-09-27
9567,arbok,wigglytuff,arbok,448,435,1.0,poison,normal,2026-01-29
9568,dewgong,machoke,dewgong,475,405,1.0,water,fighting,2026-02-01
9569,nidorina,squirtle,squirtle,365,314,1.0,poison,water,2026-02-21
9570,krabby,venusaur,venusaur,325,525,0.5,water,grass,2025-11-01
9571,exeggutor,mewtwo,exeggutor,530,680,1.0,grass,psychic,2026-02-19
9572,haunter,nidorino,haunter,405,365,1.0,ghost,poison,2025-03-27
9573,slowbro,machamp,slowbro,490,505,1.0,water,fighting,2025-08-02
9574,chansey,abra,abra,450,310,1.0,normal,psychic,2025-09-01
9575,meowth,articuno,meowth,290,580,1.0,normal,ice,2025-12-28
9576,magnemite,koffing,magnemite,325,340,1.0,electric,poison,2025-08-10
9577,sandslash,magnemite,sandslash,450,325,2.0,ground,electric,2025-04-23
9578,dratini,slowbro,dratini,300,490,1.0,dragon,water,2025-12-25
9579,hitmonlee,fearow,hitmonlee,455,442,2.0,fighting,normal,2025-09-20
9580,magnemite,psyduck,magnemite,325,320,2.0,electric,water,2025-09-26
9581,omanyte,wigglytuff,omanyte,355,435,1.0,rock,normal,2026-01-01
9582,onix,pidgey,onix,385,251,1.0,rock,normal,2025-10-20
9583,dragonite,slowbro,slowbro,600,490,1.0,dragon,water,2025-12-04
9584,diglett,clefairy,diglett,265,323,1.0,ground,fairy,2025-05-27
9585,onix,arcanine,arcanine,385,555,2.0,rock,fire,2025-06-19
9586,beedrill,persian,persian,395,440,1.0,bug,normal,2025-04-20
9587,seel,gloom,gloom,325,395,0.5,water,grass,2026-02-20
9588,dewgong,wartortle,wartortle,475,405,0.5,water,water,2025-06-27
9589,magnemite,butterfree,butterfree,325,395,1.0,electric,bug,2025-04-01
